,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
3,514,35,9,5,False,2024-09-14T14:00:00Z,1,1,4,False,90,0,1,0,1,0,0,0,0,0,0,0,14,33.8,23.5,27.0,8.4,1,0.28,0.09,0.37,1.54,75,-3880,611084,82685,86565
4,514,50,6,2,True,2024-09-21T11:30:00Z,0,3,5,False,90,0,0,0,3,0,0,0,0,0,0,0,14,9.4,20.5,29.0,5.9,1,0.12,0.11,0.23,2.19,75,33351,653433,76003,42652
5,514,53,4,2,False,2024-09-28T14:00:00Z,1,1,6,False,90,0,0,0,1,0,0,0,0,0,0,0,9,14.4,40.6,29.0,8.4,1,0.08,0.25,0.33,0.37,75,-56007,600128,45438,101445
6,514,70,10,12,True,2024-10-05T14:00:00Z,4,1,7,False,90,1,1,0,1,0,0,0,0,0,0,2,46,64.2,60.9,79.0,20.4,1,0.29,1.04,1.33,0.65,74,-37557,570435,36285,73842
7,514,79,18,2,False,2024-10-19T11:30:00Z,4,1,8,False,90,0,0,0,4,0,0,0,0,0,0,0,12,15.6,16.9,13.0,4.6,1,0.01,0.06,0.07,1.92,74,-302,575396,40500,40802
8,514,90,14,7,True,2024-10-27T14:00:00Z,2,1,9,False,90,1,0,0,1,0,0,0,0,0,0,0,25,40.6,30.3,32.0,10.3,1,0.92,0.23,1.15,2.12,74,6312,584809,45454,39142
9,514,97,16,2,False,2024-11-02T15:00:00Z,3,0,10,False,90,0,0,0,3,0,0,0,0,0,0,0,15,14.0,17.3,10.0,4.1,1,0.04,0.06,0.10,2.17,74,143729,739500,171844,28115
10,514,109,8,3,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,13,17.2,16.1,34.0,6.7,1,0.10,0.19,0.29,1.11,75,3648,747625,60002,56354
11,514,119,15,7,False,2024-11-25T20:00:00Z,0,2,12,False,90,0,1,1,0,0,0,0,0,0,0,1,34,37.8,39.4,23.0,10.0,1,0.21,0.05,0.26,1.69,75,-93096,650489,19982,113078
12,514,129,1,2,True,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,5,0,0,0,0,0,0,0,6,0.8,1.0,3.0,0.5,1,0.06,0.01,0.07,3.60,74,-32304,621953,17715,50019
13,514,137,11,2,False,2024-12-03T20:15:00Z,3,1,14,False,90,0,0,0,3,0,0,0,0,0,0,0,22,27.4,67.1,63.0,15.8,1,0.53,1.09,1.62,1.67,74,104006,735431,147617,43611
14,514,150,20,12,True,2024-12-09T20:00:00Z,2,1,15,False,90,1,1,0,1,0,0,0,1,0,0,3,36,66.4,38.3,52.0,15.7,1,0.22,0.10,0.32,1.63,74,11414,750112,67883,56469
0,516,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,84,0,0,0,2,0,0,0,0,0,0,0,-1,18.0,15.2,0.0,3.3,1,0.00,0.10,0.10,1.96,45,0,76370,0,0
1,516,14,7,6,False,2024-08-24T14:00:00Z,0,2,2,False,62,0,0,1,0,0,0,0,0,0,0,0,17,0.0,1.0,1.0,0.0,1,0.02,0.00,0.02,0.79,45,-3016,78558,2876,5892
2,516,30,13,1,True,2024-08-31T16:30:00Z,1,3,3,False,19,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.76,45,660,84394,8819,8159
3,516,35,9,1,False,2024-09-14T14:00:00Z,1,1,4,False,33,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.8,0.0,0.2,0,0.00,0.00,0.00,0.68,45,-2902,83412,5107,8009
4,516,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3683,80258,1485,5168
5,516,53,4,0,False,2024-09-28T14:00:00Z,1,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7044,73673,1101,8145
6,516,70,10,0,True,2024-10-05T14:00:00Z,4,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4946,69268,1322,6268
7,516,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4860,64552,309,5169
8,516,90,14,0,True,2024-10-27T14:00:00Z,2,1,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3397,61230,157,3554
9,516,97,16,0,False,2024-11-02T15:00:00Z,3,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-2957,58500,520,3477
10,516,109,8,0,True,2024-11-09T15:00:00Z,0,0,11,False,23,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,1.3,0.0,0.0,0,0.00,0.01,0.01,0.06,43,-2561,56010,322,2883
11,516,119,15,1,False,2024-11-25T20:00:00Z,0,2,12,False,15,0,0,0,0,0,0,0,0,0,0,0,3,4.0,10.9,0.0,1.5,0,0.00,0.03,0.03,0.09,43,-2217,53868,354,2571
12,516,129,1,1,True,2024-11-30T17:30:00Z,2,5,13,False,25,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.7,2.0,0.7,0,0.00,0.04,0.04,0.22,43,-1242,52751,288,1530
13,516,137,11,0,False,2024-12-03T20:15:00Z,3,1,14,False,61,0,0,0,2,0,0,0,1,0,0,0,-4,2.8,2.8,4.0,1.0,1,0.00,0.06,0.06,1.10,43,-757,52155,654,1411
14,516,150,20,0,True,2024-12-09T20:00:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-433,51895,1208,1641
0,520,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,5,6.6,2.5,17.0,2.6,1,0.04,0.02,0.06,2.03,45,0,60284,0,0
1,520,14,7,6,False,2024-08-24T14:00:00Z,0,2,2,False,88,0,0,1,0,0,0,0,0,0,0,0,27,17.6,1.6,0.0,1.9,1,0.00,0.01,0.01,1.32,45,-734,66134,3770,4504
2,520,30,13,0,True,2024-08-31T16:30:00Z,1,3,3,False,70,0,0,0,2,0,0,0,1,0,0,0,-1,8.2,11.3,4.0,2.4,1,0.00,0.06,0.06,2.24,45,-502,70586,6740,7242
3,520,35,9,1,False,2024-09-14T14:00:00Z,1,1,4,False,56,0,0,0,1,0,0,0,0,0,0,0,4,7.4,30.5,0.0,3.8,1,0.00,0.05,0.05,0.86,45,-1249,71766,6081,7330
4,520,50,6,1,True,2024-09-21T11:30:00Z,0,3,5,False,72,0,0,0,3,0,0,0,0,0,0,0,-5,4.4,20.2,0.0,2.5,1,0.00,0.16,0.16,1.51,45,-9243,62502,373,9616
5,520,53,4,0,False,2024-09-28T14:00:00Z,1,1,6,False,45,0,0,0,1,0,0,0,1,0,0,0,-5,0.0,4.8,1.0,0.2,1,0.02,0.01,0.03,0.26,44,-689,62869,4593,5282
6,520,70,10,2,True,2024-10-05T14:00:00Z,4,1,7,False,82,0,0,0,1,0,0,0,0,0,0,0,14,28.4,16.2,0.0,4.5,1,0.00,0.11,0.11,0.52,44,-1051,62485,3125,4176
7,520,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,90,0,0,0,4,0,0,0,0,0,0,0,8,22.6,26.4,7.0,5.6,1,0.01,0.67,0.68,1.92,44,-2437,60178,1061,3498
8,520,90,14,1,True,2024-10-27T14:00:00Z,2,1,9,False,90,0,0,0,1,0,0,0,1,0,0,0,6,15.6,16.0,26.0,5.8,1,0.86,0.03,0.89,2.12,44,-2291,58048,686,2977
9,520,97,16,1,False,2024-11-02T15:00:00Z,3,0,10,False,78,0,0,0,3,0,0,0,0,0,0,0,-2,15.2,6.5,2.0,2.4,1,0.00,0.13,0.13,1.67,44,-897,57526,1432,2329
10,520,109,8,6,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,20,14.6,18.9,2.0,3.6,1,0.04,0.02,0.06,1.11,44,1218,59148,3474,2256
11,520,119,15,9,False,2024-11-25T20:00:00Z,0,2,12,False,74,0,1,1,0,0,0,0,0,0,0,0,33,36.2,16.5,2.0,5.5,1,0.00,0.05,0.05,1.60,44,-2350,56935,1414,3764
12,520,129,1,5,True,2024-11-30T17:30:00Z,2,5,13,False,64,1,0,0,5,0,0,0,1,0,0,0,1,44.2,1.0,14.0,5.9,1,0.13,0.00,0.13,3.38,44,2941,60481,4614,1673
13,520,137,11,1,False,2024-12-03T20:15:00Z,3,1,14,False,28,0,0,0,1,0,0,0,0,0,0,0,-1,5.8,15.5,2.0,2.3,0,0.00,0.04,0.04,0.58,44,49179,114960,51555,2376
14,520,150,20,1,True,2024-12-09T20:00:00Z,2,1,15,False,87,0,0,0,1,0,0,0,1,0,0,0,10,5.6,20.0,2.0,2.8,1,0.00,0.11,0.11,1.46,44,12051,126806,18821,6770
0,521,7,2,0,True,2024-08-17T16:30:00Z,1,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,1150090,0,0
1,521,14,7,0,False,2024-08-24T14:00:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,3707,1236799,39627,35920
2,521,30,13,1,True,2024-08-31T16:30:00Z,1,3,3,False,45,0,0,0,1,0,0,0,0,0,2,0,4,16.4,0.0,0.0,1.6,0,0.00,0.00,0.00,1.29,40,9630,1272471,82237,72607
3,521,35,9,0,False,2024-09-14T14:00:00Z,1,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,241541,1560144,325251,83710
4,521,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,25566,1587809,69406,43840
5,521,53,4,0,False,2024-09-28T14:00:00Z,1,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,122490,1721223,235858,113368
6,521,70,10,0,True,2024-10-05T14:00:00Z,4,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,56657,1789531,91928,35271
7,521,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,27470,1821859,64887,37417
8,521,90,14,3,True,2024-10-27T14:00:00Z,2,1,9,False,90,0,0,0,1,0,0,0,0,0,4,0,12,28.8,0.0,0.0,2.9,1,0.00,0.00,0.00,2.12,40,-4315,1819939,27037,31352
9,521,97,16,2,False,2024-11-02T15:00:00Z,3,0,10,False,90,0,0,0,3,0,0,0,0,0,3,0,1,24.4,0.0,0.0,2.4,1,0.00,0.00,0.00,2.17,40,46078,1875051,66062,19984
10,521,109,8,9,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,4,2,29,34.0,0.0,0.0,3.4,1,0.00,0.00,0.00,1.11,40,37809,1918554,57146,19337
11,521,119,15,6,False,2024-11-25T20:00:00Z,0,2,12,False,90,0,0,1,0,0,0,0,0,0,2,0,26,21.0,0.0,0.0,2.1,1,0.00,0.00,0.00,1.69,41,100409,2024219,123115,22706
12,521,129,1,-1,True,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,5,0,0,0,1,0,2,0,-14,8.0,0.0,0.0,0.8,1,0.00,0.00,0.00,3.60,41,28637,2052725,47188,18551
13,521,137,11,2,False,2024-12-03T20:15:00Z,3,1,14,False,90,0,0,0,3,0,0,0,0,0,3,0,1,29.4,0.0,0.0,2.9,1,0.00,0.00,0.00,1.67,41,35051,2094180,56343,21292
14,521,150,20,2,True,2024-12-09T20:00:00Z,2,1,15,False,90,0,0,0,1,0,0,0,1,0,4,0,10,18.8,0.3,0.0,1.9,1,0.00,0.00,0.00,1.63,41,34824,2131496,53017,18193
0,523,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,5,0,0,0,0,0,0,0,0,0,0,0,2,3.2,0.3,17.0,2.1,0,0.25,0.00,0.25,0.07,50,0,84653,0,0
1,523,14,7,0,False,2024-08-24T14:00:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,1622,107343,15287,13665
2,523,30,13,0,True,2024-08-31T16:30:00Z,1,3,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5530,108004,17383,22913
3,523,35,9,8,False,2024-09-14T14:00:00Z,1,1,4,False,8,1,0,0,0,0,0,0,0,0,0,3,29,33.0,0.0,17.0,5.0,0,0.25,0.00,0.25,0.17,50,5712,121510,27783,22071
4,523,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,56424,186526,70520,14096
5,523,53,4,1,False,2024-09-28T14:00:00Z,1,1,6,False,15,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,2.0,0.3,0,0.00,0.00,0.00,0.04,50,32924,222670,65006,32082
6,523,70,10,0,True,2024-10-05T14:00:00Z,4,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,49423,278267,79867,30444
7,523,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-20520,257400,17026,37546
8,523,90,14,8,True,2024-10-27T14:00:00Z,2,1,9,False,19,0,2,0,1,0,0,0,0,0,0,1,26,19.0,10.0,6.0,3.5,0,0.19,0.00,0.19,0.56,50,-21922,236829,5988,27910
9,523,97,16,0,False,2024-11-02T15:00:00Z,3,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5536,234090,15771,21307
10,523,109,8,1,True,2024-11-09T15:00:00Z,0,0,11,False,23,0,0,0,0,0,0,0,0,0,0,0,8,7.4,3.1,38.0,4.9,0,0.31,0.01,0.32,0.06,50,-18741,215652,6737,25478
11,523,119,15,1,False,2024-11-25T20:00:00Z,0,2,12,False,15,0,0,0,0,0,0,0,0,0,0,0,5,5.4,11.4,12.0,2.9,0,0.14,0.00,0.14,0.09,50,-11761,205698,8422,20183
12,523,129,1,1,True,2024-11-30T17:30:00Z,2,5,13,False,25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.4,27.0,3.0,0,0.57,0.00,0.57,0.22,50,-11481,194742,4237,15718
13,523,137,11,1,False,2024-12-03T20:15:00Z,3,1,14,False,45,0,0,0,1,0,0,0,0,0,0,0,2,1.2,26.0,16.0,4.3,1,0.34,0.04,0.38,0.88,50,-5938,189856,6359,12297
14,523,150,20,1,True,2024-12-09T20:00:00Z,2,1,15,False,17,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.41,50,-16060,173389,1767,17827
0,524,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,9,31.2,11.3,2.0,4.5,1,0.00,0.07,0.07,2.03,45,0,73980,0,0
1,524,14,7,12,False,2024-08-24T14:00:00Z,0,2,2,False,90,0,1,1,0,0,0,0,0,0,0,3,40,39.2,21.0,4.0,6.4,1,0.06,0.01,0.07,1.35,45,-1895,77290,3315,5210
2,524,30,13,0,True,2024-08-31T16:30:00Z,1,3,3,False,90,0,0,0,3,0,0,0,1,0,0,0,-5,15.0,0.3,7.0,2.2,1,0.22,0.00,0.22,3.00,45,116547,237740,146272,29725
3,524,35,9,2,False,2024-09-14T14:00:00Z,1,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,9,15.4,0.7,0.0,1.6,1,0.00,0.00,0.00,1.54,45,66062,312203,104370,38308
4,524,50,6,0,True,2024-09-21T11:30:00Z,0,3,5,False,90,0,0,0,3,0,0,0,1,0,0,0,1,11.2,12.3,0.0,2.4,1,0.00,0.02,0.02,2.19,45,881,312218,20080,19199
5,524,53,4,1,False,2024-09-28T14:00:00Z,1,1,6,False,90,0,0,0,1,0,0,0,1,0,0,0,9,22.0,11.6,0.0,3.4,1,0.00,0.02,0.02,0.37,45,-27960,284820,10116,38076
6,524,70,10,2,True,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,0.8,0.0,1.6,1,0.00,0.00,0.00,0.65,45,-9110,279291,12322,21432
7,524,79,18,0,False,2024-10-19T11:30:00Z,4,1,8,False,90,0,0,0,4,0,0,0,0,0,0,0,1,26.4,10.7,0.0,3.7,1,0.00,0.00,0.00,1.92,45,-18458,259994,3077,21535
8,524,90,14,2,True,2024-10-27T14:00:00Z,2,1,9,False,90,0,0,0,1,0,0,0,0,0,0,0,9,26.8,0.4,11.0,3.8,1,0.37,0.00,0.37,2.12,45,-18399,242230,1150,19549
9,524,97,16,1,False,2024-11-02T15:00:00Z,3,0,10,False,90,0,0,0,3,0,0,0,0,0,0,0,3,28.2,1.0,2.0,3.1,1,0.00,0.01,0.01,2.17,45,-11001,232433,3377,14378
10,524,109,8,6,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,25,21.2,1.4,0.0,2.3,1,0.00,0.01,0.01,1.11,45,-6141,227181,7593,13734
11,524,119,15,6,False,2024-11-25T20:00:00Z,0,2,12,False,90,0,0,1,0,0,0,0,0,0,0,0,31,27.8,0.7,0.0,2.9,1,0.00,0.00,0.00,1.69,45,-11501,215869,2083,13584
12,524,129,1,0,True,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,5,0,0,0,0,0,0,0,-8,12.6,1.0,0.0,1.4,1,0.00,0.01,0.01,3.60,45,-4470,212037,2681,7151
13,524,137,11,1,False,2024-12-03T20:15:00Z,3,1,14,False,90,0,0,0,3,0,0,0,0,0,0,0,7,21.4,25.2,26.0,7.3,1,0.21,0.03,0.24,1.67,45,-4479,208489,3928,8407
14,524,150,20,2,True,2024-12-09T20:00:00Z,2,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,14,30.0,11.0,17.0,5.8,1,0.15,0.05,0.20,1.63,45,-6827,201860,2178,9005
0,525,7,2,2,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,11,7.6,27.5,22.0,5.7,1,0.08,0.47,0.55,2.03,65,0,763274,0,0
1,525,14,7,3,False,2024-08-24T14:00:00Z,0,2,2,False,87,0,0,1,0,0,0,0,0,0,0,0,9,7.4,8.8,9.0,2.5,1,0.08,0.16,0.24,1.32,65,-49384,779757,37199,86583
2,525,30,13,2,True,2024-08-31T16:30:00Z,1,3,3,False,90,0,0,0,3,0,0,0,0,0,0,0,3,10.0,7.9,12.0,3.0,1,0.11,0.03,0.14,3.00,64,-170947,619152,19412,190359
3,525,35,9,2,False,2024-09-14T14:00:00Z,1,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,16,12.4,33.3,6.0,5.2,1,0.03,0.07,0.10,1.54,64,-62820,575587,50923,113743
4,525,50,6,2,True,2024-09-21T11:30:00Z,0,3,5,False,90,0,0,0,3,0,0,0,0,0,0,0,10,13.6,3.8,50.0,6.7,1,0.19,0.01,0.20,2.19,64,-46443,534684,20701,67144
5,525,53,4,1,False,2024-09-28T14:00:00Z,1,1,6,False,45,0,0,0,1,0,0,0,0,0,0,0,0,2.2,3.7,36.0,4.2,1,0.11,0.02,0.13,0.26,63,-52989,486015,29441,82430
6,525,70,10,7,True,2024-10-05T14:00:00Z,4,1,7,False,85,1,0,0,1,0,0,0,0,0,0,0,31,44.0,13.2,90.0,14.7,1,1.53,0.06,1.59,0.52,63,-39516,450418,19808,59324
7,525,79,18,4,False,2024-10-19T11:30:00Z,4,1,8,False,85,1,0,0,4,0,0,0,0,1,0,0,21,43.6,7.1,57.0,10.8,1,0.70,0.04,0.74,1.89,63,-17307,436878,16658,33965
8,525,90,14,0,True,2024-10-27T14:00:00Z,2,1,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-89313,346612,2133,91446
9,525,97,16,0,False,2024-11-02T15:00:00Z,3,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-54008,294173,467,54475
10,525,109,8,0,True,2024-11-09T15:00:00Z,0,0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-25594,269407,256,25850
11,525,119,15,0,False,2024-11-25T20:00:00Z,0,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-16983,252737,218,17201
12,525,129,1,0,True,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-7959,245089,240,8199
13,525,137,11,2,False,2024-12-03T20:15:00Z,3,1,14,False,78,0,0,0,2,0,0,0,0,0,0,0,22,24.0,54.9,34.0,11.3,1,0.16,0.33,0.49,1.53,62,11992,258507,16496,4504
14,525,150,20,7,True,2024-12-09T20:00:00Z,2,1,15,False,86,0,1,0,1,0,0,0,0,0,0,2,22,27.6,21.3,31.0,8.0,1,0.06,0.10,0.16,1.46,62,9899,269372,15514,5615
0,527,7,2,6,True,2024-08-17T16:30:00Z,1,2,1,False,73,1,0,0,1,0,0,0,1,0,0,0,21,40.4,17.0,17.0,7.4,1,0.79,0.04,0.83,1.76,60,0,139323,0,0
1,527,14,7,3,False,2024-08-24T14:00:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,13,13.0,7.8,9.0,3.0,1,0.13,0.02,0.15,1.35,60,35655,224261,53577,17922
2,527,30,13,2,True,2024-08-31T16:30:00Z,1,3,3,False,90,0,0,0,3,0,0,0,0,0,0,0,9,6.0,7.4,4.0,1.7,1,0.00,0.07,0.07,3.00,60,-21398,209489,30924,52322
3,527,35,9,1,False,2024-09-14T14:00:00Z,1,1,4,False,45,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,16.1,1.0,1.7,0,0.02,0.07,0.09,0.76,60,-3300,216466,35030,38330
4,527,50,6,2,True,2024-09-21T11:30:00Z,0,3,5,False,71,0,0,0,3,0,0,0,0,0,0,0,7,3.6,16.4,19.0,3.9,1,0.08,0.06,0.14,1.51,60,-18021,200514,10261,28282
5,527,53,4,2,False,2024-09-28T14:00:00Z,1,1,6,False,75,0,0,0,1,0,0,0,0,0,0,0,11,9.4,31.3,3.0,4.4,1,0.03,0.07,0.10,0.33,60,-21942,180705,9518,31460
6,527,70,10,8,True,2024-10-05T14:00:00Z,4,1,7,False,82,1,0,0,1,0,0,0,0,0,0,1,34,46.6,36.9,43.0,12.7,1,0.99,0.25,1.24,0.52,59,-9842,173356,10979,20821
7,527,79,18,1,False,2024-10-19T11:30:00Z,4,1,8,False,60,0,0,0,4,0,0,0,1,0,0,0,3,7.8,11.4,0.0,1.9,1,0.00,0.03,0.03,1.51,59,-3776,172536,10487,14263
8,527,90,14,0,True,2024-10-27T14:00:00Z,2,1,9,False,45,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,5.8,6.0,0.8,1,0.04,0.07,0.11,1.48,59,-7312,166116,5300,12612
9,527,97,16,1,False,2024-11-02T15:00:00Z,3,0,10,False,90,0,0,0,3,0,0,0,1,0,0,0,6,10.2,5.6,7.0,2.3,1,0.06,0.02,0.08,2.17,59,-5979,161554,9661,15640
10,527,109,8,3,True,2024-11-09T15:00:00Z,0,0,11,False,90,0,0,1,0,0,0,0,0,0,0,0,15,14.4,42.8,7.0,6.4,1,0.01,0.28,0.29,1.11,58,-4834,157651,7713,12547
11,527,119,15,3,False,2024-11-25T20:00:00Z,0,2,12,False,90,0,0,1,0,0,0,0,0,0,0,0,29,25.6,26.2,5.0,5.7,1,0.05,0.07,0.12,1.69,58,-10060,148376,2855,12915
12,527,129,1,5,True,2024-11-30T17:30:00Z,2,5,13,False,76,0,1,0,5,0,0,0,0,0,0,0,18,11.8,32.0,7.0,5.1,1,0.14,0.02,0.16,3.38,58,-4926,144114,2252,7178
13,527,137,11,1,False,2024-12-03T20:15:00Z,3,1,14,False,28,0,0,0,1,0,0,0,0,0,0,0,4,6.0,8.0,4.0,1.8,0,0.13,0.01,0.14,0.58,58,1837,147091,7079,5242
14,527,150,20,1,True,2024-12-09T20:00:00Z,2,1,15,False,26,0,0,0,1,0,0,0,0,0,0,0,6,2.2,1.4,2.0,0.6,0,0.01,0.01,0.02,0.84,58,-4765,142485,2817,7582
0,528,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,13,27.8,0.9,2.0,3.1,1,0.02,0.00,0.02,2.03,45,0,9711,0,0
1,528,14,7,8,False,2024-08-24T14:00:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,2,30,33.0,0.2,2.0,3.5,1,0.00,0.00,0.00,1.35,45,-434,11402,566,1000
2,528,30,13,1,True,2024-08-31T16:30:00Z,1,3,3,False,90,0,0,0,3,0,0,0,0,0,0,0,2,16.2,0.9,0.0,1.7,1,0.00,0.01,0.01,3.00,45,1591,15914,2980,1389
3,528,35,9,2,False,2024-09-14T14:00:00Z,1,1,4,False,90,0,0,0,1,0,0,0,0,0,0,0,11,31.0,0.6,21.0,5.3,1,0.09,0.00,0.09,1.54,45,2341,19983,3929,1588
4,528,50,6,1,True,2024-09-21T11:30:00Z,0,3,5,False,90,0,0,0,3,0,0,0,0,0,0,0,2,23.0,1.6,6.0,3.1,1,0.12,0.01,0.13,2.19,45,535,21096,2218,1683
5,528,53,4,1,False,2024-09-28T14:00:00Z,1,1,6,False,45,0,0,0,0,0,0,0,0,0,0,0,7,16.8,4.8,5.0,2.7,0,0.01,0.27,0.28,0.11,45,-860,20702,1897,2757
6,528,70,10,0,True,2024-10-05T14:00:00Z,4,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1140,20189,1077,2217
7,528,79,18,1,False,2024-10-19T11:30:00Z,4,1,8,False,20,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,0.0,0.1,0,0.00,0.00,0.00,0.10,45,-1184,19258,519,1703
8,528,90,14,0,True,2024-10-27T14:00:00Z,2,1,9,False,45,0,0,0,0,0,0,0,1,0,0,0,1,7.8,0.2,0.0,0.8,1,0.00,0.00,0.00,1.48,45,-981,18471,152,1133
