,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
43,100.0,100.0,224967,0,0,-2,2,0,2,4.3,0.0,0,Vitalii,5.3,231,False,,2024-10-07T00:30:07.641913Z,43,224967.jpg,3.2,Mykolenko,4.2,False,,a,8,11,38,374132,18801,808962,8689,1.2,8.8,Mykolenko,225.0,1015,0,1,4,17,0,0,0,1,0,0,3,129,144.6,128.6,44.0,31.9,12,0.28,0.42,0.7,14.09,205,79,143,29,242,71,208,64,,,,,,,0.02,0.0,0.04,0.06,1.25,1.51,551,130,24,6,93,22,88,31,1.06,0.35,3,1080,1100,1080,1100,1080,1100,Everton,8,DEF
44,100.0,100.0,17761,0,0,-2,2,1,2,3.3,0.0,0,James,4.3,236,False,,2024-09-18T22:30:07.010253Z,48,17761.jpg,3.1,Tarkowski,1.6,False,,a,8,11,43,151701,3765,211200,5325,0.9,9.0,Tarkowski,241.0,1251,0,0,5,21,0,0,0,3,0,0,5,170,336.6,100.8,118.0,55.8,14,0.74,1.05,1.79,18.55,34,10,173,39,125,15,95,18,,,,,,,0.05,0.0,0.08,0.13,1.33,1.51,288,33,49,14,110,31,160,65,1.01,0.36,3,1080,1100,1080,1100,1080,1100,Everton,8,DEF
45,100.0,100.0,18892,0,0,1,-1,1,2,6.7,0.0,0,Ashley,7.7,238,False,,2024-08-17T20:00:05.873666Z,46,18892.jpg,4.8,Young,2.6,False,,a,8,11,57,336893,43695,95210,6810,1.7,12.4,Young,241.0,1037,1,3,5,14,0,0,0,3,1,0,8,198,287.6,226.6,24.0,53.9,12,0.18,1.31,1.49,13.7,65,21,60,11,289,90,100,20,,,1.0,,,,0.02,0.0,0.11,0.13,1.19,1.22,345,47,7,2,24,2,116,47,1.04,0.43,3,1080,1100,1080,1100,1080,1100,Everton,8,DEF
46,0.0,0.0,174874,0,0,-3,3,0,2,0.0,0.0,0,Joachim,0.0,191,False,Calf injury - Unknown return date,2024-11-23T23:00:08.082582Z,42,174874.jpg,2.2,Andersen,4.6,False,,i,9,54,20,174332,154,1504378,19829,0.0,4.8,Andersen,58.0,783,0,0,2,15,0,0,0,1,1,0,3,95,184.0,26.2,58.0,26.9,9,0.25,0.13,0.38,10.57,161,64,311,97,215,59,235,74,,,,,,,0.03,0.0,0.01,0.04,1.21,1.72,577,150,473,189,209,62,84,30,1.03,0.23,3,1100,1160,1100,1140,1100,1180,Fulham,9,DEF
47,0.0,,232892,0,0,0,0,0,2,0.0,0.0,1,Calvin,1.0,241,False,Suspended until 22 Dec,2024-12-09T09:30:06.333045Z,45,232892.jpg,1.9,Bassey,0.4,False,,s,9,54,29,43520,412,43053,2247,0.2,6.4,Bassey,157.0,1350,0,0,2,20,0,0,0,5,0,0,0,148,232.8,30.5,34.0,29.7,15,0.28,0.12,0.4,18.08,113,42,299,90,262,79,217,67,,,,,,,0.02,0.0,0.01,0.03,1.21,1.33,380,71,259,77,258,82,280,101,1.0,0.13,3,1100,1160,1100,1140,1100,1180,Fulham,9,DEF
48,,,219924,0,0,-1,1,0,2,0.5,0.5,2,Issa,1.5,245,False,,,44,219924.jpg,1.4,Diop,0.2,False,,a,9,54,14,17260,239,24294,264,0.3,3.2,Diop,73.0,660,0,0,0,8,1,0,0,1,0,0,0,63,138.8,24.6,75.0,23.6,7,0.51,0.02,0.53,8.79,211,81,315,100,187,42,260,85,,,,,,,0.07,0.0,0.0,0.07,1.2,1.09,490,99,201,59,334,111,349,125,0.95,0.0,3,1100,1160,1100,1140,1100,1180,Fulham,9,DEF
49,,,169528,0,0,2,-2,0,2,1.2,1.2,1,Antonee,2.2,255,False,,,47,169528.jpg,3.3,Robinson,15.2,False,,a,9,54,49,1837646,15160,1183888,30239,0.5,10.4,Robinson,229.0,1350,0,4,2,20,0,0,0,2,0,0,5,214,376.6,242.2,77.0,69.8,15,0.29,1.59,1.88,18.08,20,5,54,9,183,40,55,7,,,,,,,0.02,0.0,0.11,0.13,1.21,1.33,329,41,148,42,87,18,26,9,1.0,0.13,3,1100,1160,1100,1140,1100,1180,Fulham,9,DEF
50,,,167074,0,0,0,0,0,2,1.5,1.5,5,Kenny,2.5,257,False,,,45,167074.jpg,2.6,Tete,0.4,False,,a,9,54,36,51950,1442,44501,738,0.6,8.0,Tete,152.0,1208,0,2,2,16,0,0,0,3,0,0,0,152,251.8,120.7,115.0,48.7,14,1.02,0.44,1.46,15.69,93,34,156,35,128,16,125,31,,,,,,,0.08,0.0,0.03,0.11,1.17,1.19,367,60,121,28,156,43,285,105,1.04,0.15,3,1100,1160,1100,1140,1100,1180,Fulham,9,DEF
51,,,122411,0,0,0,0,0,2,2.0,2.0,4,Cameron,2.0,263,False,,,40,122411.jpg,1.9,Burgess,2.4,False,,a,10,40,13,296428,8078,88751,2746,0.5,3.2,Burgess,13.0,630,0,1,0,12,0,0,0,0,0,0,0,61,154.6,40.3,69.0,26.5,7,0.55,0.22,0.77,14.98,197,77,284,82,197,47,240,77,,,,,,,0.08,0.0,0.03,0.11,2.14,1.71,600,164,155,43,252,77,125,52,1.0,0.0,3,1060,1090,1070,1080,1050,1100,Ipswich,10,DEF
52,,,455084,0,0,0,0,2,2,1.8,1.8,1,Leif,1.8,267,False,,,45,455084.jpg,2.6,Davis,2.6,False,,a,10,40,39,310422,2457,214117,5731,0.4,8.7,Davis,241.0,1350,1,2,1,27,0,0,0,2,0,0,5,162,281.0,505.6,81.0,86.8,15,0.59,3.18,3.77,32.32,71,24,5,1,172,35,31,3,1.0,,4.0,,,,0.04,0.0,0.21,0.25,2.15,1.8,395,76,181,53,157,44,117,48,1.0,0.07,3,1060,1090,1070,1080,1050,1100,Ipswich,10,DEF
53,100.0,100.0,449429,0,0,0,0,0,2,0.2,0.2,0,Jacob,0.2,270,False,,2024-11-22T17:30:09.014564Z,40,449429.jpg,1.5,Greaves,3.8,False,,a,10,40,12,717955,2375,385023,4511,0.0,3.0,Greaves,241.0,720,0,0,1,15,0,0,0,2,0,0,0,58,179.8,5.9,63.0,24.9,8,0.43,0.02,0.45,17.34,168,66,386,129,207,54,250,80,,,,,,,0.05,0.0,0.0,0.05,2.17,1.88,635,185,353,118,308,99,95,35,1.0,0.12,3,1060,1090,1070,1080,1050,1100,Ipswich,10,DEF
54,0.0,0.0,180804,0,0,0,0,0,2,0.0,0.0,0,Axel,0.8,282,False,Hamstring injury - Unknown return date,2024-11-30T22:00:07.627808Z,40,180804.jpg,1.7,Tuanzebe,2.0,False,,i,10,40,15,379430,183,296555,7811,0.2,3.8,Tuanzebe,50.0,770,0,0,1,13,0,0,0,3,0,0,0,54,122.2,48.3,19.0,18.9,9,0.18,0.05,0.23,15.48,235,89,263,70,304,96,285,92,,,,,,,0.02,0.0,0.01,0.03,1.81,1.52,608,168,281,80,285,88,135,55,1.05,0.12,3,1060,1090,1070,1080,1050,1100,Ipswich,10,DEF
55,100.0,100.0,216616,0,0,0,0,0,2,1.2,1.2,1,Dara,1.2,630,False,,2024-10-18T17:30:07.558521Z,40,216616.jpg,1.6,O'Shea,1.7,False,,a,10,40,19,243964,15240,70386,3169,0.3,4.8,O'Shea,104.0,1052,0,0,1,20,0,0,0,3,0,0,1,95,301.2,9.5,95.0,40.6,12,0.6,0.14,0.74,24.81,56,19,369,118,148,24,163,45,,,,,,,0.05,0.0,0.01,0.06,2.12,1.71,618,175,223,65,295,92,154,62,1.03,0.09,3,1060,1090,1070,1080,1050,1100,Ipswich,10,DEF
56,,,218218,0,0,1,-1,0,2,0.5,0.5,1,Wout,0.5,291,False,,,41,218218.jpg,1.7,Faes,10.9,False,,a,11,13,25,1333119,7949,897321,22995,0.1,6.1,Faes,21.0,1209,1,0,1,28,0,0,0,2,0,0,0,95,323.4,34.4,73.0,43.1,13,0.94,0.18,1.12,27.3,43,13,292,87,190,43,141,36,,,,,,,0.07,0.0,0.01,0.08,2.03,2.08,585,155,309,90,286,89,33,11,0.97,0.07,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF
57,,,220627,0,0,0,0,2,2,0.8,0.8,1,James,0.8,295,False,,,45,220627.jpg,2.5,Justin,2.7,False,,a,11,13,35,587779,1020,350326,11239,0.2,7.8,Justin,241.0,1252,2,1,1,29,0,0,0,2,0,0,2,120,310.8,85.9,103.0,50.0,14,0.62,0.21,0.83,29.3,49,15,190,46,141,21,117,28,,,,,,,0.04,0.0,0.02,0.06,2.11,2.08,375,67,289,86,170,49,111,46,1.01,0.07,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF
58,100.0,100.0,481510,0,0,0,0,0,2,1.8,1.8,1,Victor,1.8,296,False,,2024-10-27T22:00:06.301413Z,45,481510.jpg,1.5,Kristiansen,0.1,False,,a,11,13,20,10719,270,14487,272,0.4,4.4,Kristiansen,58.0,1127,0,1,1,23,1,0,0,1,0,0,0,129,281.6,221.3,6.0,50.8,13,0.0,0.9,0.9,25.76,70,23,65,13,362,125,115,27,4.0,,,,,,0.0,0.0,0.07,0.07,2.06,1.84,408,80,182,54,315,106,423,154,1.04,0.08,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF
59,100.0,100.0,473341,0,0,0,0,0,2,0.2,0.2,0,Caleb,0.2,301,False,,2024-11-30T22:00:07.641824Z,40,473341.jpg,1.6,Okoli,1.0,False,,a,11,13,14,165696,1299,84399,2964,0.0,3.5,Okoli,106.0,754,0,0,1,17,0,0,0,1,0,0,1,74,217.4,7.1,36.0,26.0,9,0.14,0.04,0.18,18.9,129,52,378,125,257,77,246,78,,,,,,,0.02,0.0,0.0,0.02,2.26,2.03,642,187,354,119,296,93,202,80,1.07,0.12,3,1075,1100,1060,1120,1090,1080,Leicester,11,DEF
60,100.0,100.0,169187,0,0,0,0,1,2,5.7,0.0,0,Trent,4.7,311,True,,2024-11-10T01:30:08.685145Z,70,169187.jpg,4.7,Alexander-Arnold,21.2,False,,a,12,14,61,1897761,59445,2845097,18622,0.7,8.7,Alexander-Arnold,241.0,961,0,3,6,7,0,0,0,3,0,0,8,252,241.6,360.8,62.0,66.4,12,0.45,3.39,3.84,8.44,103,39,22,3,211,56,67,10,1.0,,1.0,,,,0.04,0.0,0.32,0.36,0.79,0.66,26,1,41,10,28,3,18,6,1.12,0.56,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
61,0.0,0.0,492777,0,0,-3,3,0,2,0.0,0.0,0,Conor,0.0,313,False,Hamstring injury - Unknown return date,2024-11-28T10:30:07.495614Z,47,492777.jpg,1.6,Bradley,0.3,False,,i,12,14,11,46686,52,84965,1755,0.0,2.3,Bradley,242.0,231,0,0,1,3,0,0,0,1,0,0,0,40,34.0,14.7,76.0,12.4,1,0.41,0.19,0.6,3.38,363,129,343,111,185,41,321,105,,,,,,,0.16,0.0,0.07,0.23,1.32,1.17,339,46,607,223,302,96,322,120,0.39,0.39,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
62,0.0,0.0,204716,0,0,2,-2,0,2,0.0,0.0,0,Ibrahima,0.0,326,False,Knee injury - Unknown return date,2024-11-28T10:30:07.514061Z,52,204716.jpg,3.8,Konaté,5.4,False,,i,12,14,46,2092240,303,1856341,75635,0.0,8.8,Konaté,73.0,974,1,1,5,8,0,0,0,4,0,0,1,200,228.8,46.9,65.0,34.2,11,0.88,0.15,1.03,9.92,118,45,269,74,204,53,195,55,,,,,,,0.08,0.0,0.01,0.09,0.92,0.74,167,19,663,226,62,10,70,25,1.02,0.46,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
63,,,122798,0,0,-1,1,0,2,3.7,0.0,0,Andrew,2.7,335,False,,,59,122798.jpg,3.6,Robertson,5.8,False,,a,12,14,47,884279,17233,814711,10783,0.5,8.0,Robertson,243.0,1025,0,0,6,10,0,0,0,1,0,0,2,213,162.0,309.3,88.0,55.8,12,0.43,1.74,2.17,11.57,184,71,34,5,163,30,96,19,2.0,,,,,,0.04,0.0,0.15,0.19,1.02,0.88,81,7,115,24,72,15,67,23,1.05,0.53,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
64,0.0,0.0,214285,0,0,-4,4,0,2,0.0,0.0,0,Konstantinos,0.0,337,False,Knock - Unknown return date,2024-11-25T09:30:07.571904Z,46,214285.jpg,2.2,Tsimikas,0.2,False,,i,12,14,13,22791,18,54837,881,0.0,2.8,Tsimikas,83.0,228,0,0,1,1,0,0,0,0,0,0,1,68,61.0,53.2,19.0,13.5,2,0.08,0.59,0.67,2.0,324,112,254,68,307,97,316,103,3.0,,,,,,0.03,0.0,0.23,0.26,0.79,0.39,347,48,602,221,215,68,383,139,0.79,0.39,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
65,,,97032,0,0,4,-4,0,2,3.7,0.0,0,Virgil,2.7,339,True,,,64,97032.jpg,4.6,van Dijk,24.9,False,,a,12,14,64,1932849,61420,842144,27543,0.4,10.0,Virgil,152.0,1260,1,1,7,11,0,0,0,1,0,0,3,269,332.6,70.9,130.0,53.3,14,0.81,0.3,1.11,13.56,37,11,211,52,118,11,104,22,,,3.0,,,,0.06,0.0,0.02,0.08,0.97,0.79,48,2,116,25,32,5,11,4,1.0,0.5,5,1350,1365,1360,1370,1340,1360,Liverpool,12,DEF
66,50.0,50.0,211975,-1,1,-2,2,0,2,0.5,0.5,0,Manuel,0.0,340,False,Knock - 50% chance of playing,2024-12-05T00:30:08.316605Z,53,211975.jpg,1.9,Akanji,3.1,False,,d,13,43,23,358952,86,562749,18095,0.0,4.3,Akanji,207.0,1006,0,0,2,15,0,0,0,3,0,0,0,141,183.8,172.1,43.0,40.0,12,0.35,0.89,1.24,15.86,163,65,97,20,245,72,167,47,,,,,,,0.03,0.0,0.08,0.11,1.42,1.34,152,17,667,229,265,84,105,42,1.07,0.18,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
67,100.0,100.0,477424,-1,1,1,-1,2,2,2.8,2.8,1,Joško,1.8,350,False,,2024-10-31T02:30:07.426838Z,61,477424.jpg,4.1,Gvardiol,25.6,False,,a,13,43,57,2397164,10984,2978894,124550,0.3,9.3,Gvardiol,97.0,1212,3,0,3,18,0,0,0,0,0,0,7,229,373.4,297.4,229.0,90.1,13,1.61,1.83,3.44,17.2,22,6,36,6,52,1,27,2,,,,,,,0.12,0.0,0.14,0.26,1.28,1.34,77,6,198,58,44,6,10,3,0.97,0.22,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
68,0.0,,477064,0,0,2,-2,0,2,0.0,2.5,4,Rico,1.5,355,False,Suspended until 21 Dec,2024-12-07T21:30:08.281236Z,47,477064.jpg,2.6,Lewis,9.7,False,,s,13,43,36,2338686,2639,1478843,124647,0.3,7.7,Lewis,241.0,1022,1,2,2,16,0,0,0,2,1,0,1,131,177.0,129.8,105.0,41.2,12,0.99,0.6,1.59,16.64,173,68,140,27,139,20,157,42,,,,,,,0.09,0.0,0.05,0.14,1.47,1.41,337,45,207,62,159,45,40,14,1.06,0.18,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
69,100.0,100.0,171314,0,0,-1,1,0,2,3.0,3.0,1,Rúben,2.0,361,False,,2024-11-01T17:00:08.011314Z,54,171314.jpg,2.2,Gato Alves Dias,3.1,False,,a,13,43,27,321208,6804,479116,7238,0.4,5.0,Rúben,173.0,996,0,0,3,12,1,0,0,3,0,0,1,139,220.8,119.1,69.0,41.0,11,0.64,0.73,1.37,13.8,126,50,158,36,200,50,161,44,,,,,,,0.06,0.0,0.07,0.13,1.25,1.08,131,13,173,48,221,70,106,43,0.99,0.27,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
70,50.0,0.0,97299,0,0,-2,2,1,2,0.5,0.0,0,John,0.0,362,False,Foot injury - 50% chance of playing,2024-12-03T13:00:08.353446Z,53,97299.jpg,2.9,Stones,1.4,False,,d,13,43,20,185210,79,306844,5366,0.0,3.8,Stones,241.0,283,2,0,0,5,0,0,0,1,0,0,1,56,97.6,21.0,70.0,18.7,3,0.6,0.12,0.72,3.13,269,99,325,106,195,46,289,93,,,,,,,0.19,0.0,0.04,0.23,1.0,1.59,145,14,665,227,135,37,181,74,0.95,0.0,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
71,100.0,100.0,58621,0,0,-3,3,0,2,1.8,1.8,1,Kyle,0.8,363,False,,2024-10-20T21:30:07.137600Z,52,58621.jpg,1.0,Walker,3.5,False,,a,13,43,11,163033,3576,784303,5707,0.2,2.1,Walker,241.0,782,0,0,0,17,0,0,0,1,0,0,0,66,134.8,140.7,29.0,30.5,8,0.12,1.29,1.41,15.85,217,84,127,25,282,87,214,65,,,,,,,0.01,0.0,0.15,0.16,1.82,1.96,157,18,299,88,430,145,100,39,0.92,0.0,5,1355,1370,1350,1350,1360,1390,Man City,13,DEF
72,,,216051,0,0,2,-2,2,2,1.5,2.5,1,Diogo,2.5,369,False,,,52,216051.jpg,3.3,Dalot Teixeira,10.7,False,,a,14,1,49,1203978,8225,972824,52966,0.5,9.4,Dalot,173.0,1316,0,1,5,18,0,0,0,3,0,0,6,203,238.6,163.4,97.0,49.8,15,0.78,1.1,1.88,22.31,106,40,109,22,146,22,118,29,,,,,,,0.05,0.0,0.08,0.13,1.53,1.23,168,20,130,32,91,21,34,12,1.03,0.34,3,1125,1155,1130,1140,1120,1170,Man Utd,14,DEF
73,0.0,0.0,37642,0,0,-1,1,1,2,0.0,0.0,0,Jonny,0.2,371,False,Knock - Unknown return date,2024-12-06T15:30:08.179513Z,44,37642.jpg,2.3,Evans,0.1,False,,i,14,1,14,8143,9,13948,601,0.0,3.2,Evans,242.0,288,0,0,1,2,0,0,0,1,0,0,3,62,51.0,4.1,6.0,6.1,3,0.08,0.02,0.1,2.62,336,116,392,134,358,122,379,126,,,,,,,0.02,0.0,0.01,0.03,0.82,0.62,471,84,361,125,201,57,437,158,0.94,0.31,3,1125,1155,1130,1140,1120,1170,Man Utd,14,DEF
74,100.0,100.0,221820,0,0,-1,1,0,2,0.5,1.5,1,Lisandro,1.5,380,False,,2024-12-02T00:00:08.536263Z,44,221820.jpg,2.9,Martínez,3.6,False,,a,14,1,35,267118,3483,463519,7177,0.3,8.0,Martinez,10.0,1066,0,0,5,15,0,0,0,5,0,0,1,169,197.6,55.7,91.0,34.5,12,0.9,0.35,1.25,18.18,146,58,246,64,157,27,192,54,,,,,,,0.08,0.0,0.03,0.11,1.53,1.27,492,101,202,60,124,34,99,38,1.01,0.42,3,1125,1155,1130,1140,1120,1170,Man Utd,14,DEF
75,,,209365,0,0,0,0,1,2,0.2,1.2,1,Matthijs,1.2,593,False,,,50,209365.jpg,2.7,de Ligt,4.9,False,,a,14,1,40,525862,4801,526542,22727,0.2,8.0,De Ligt,152.0,1058,1,0,3,17,0,0,0,2,0,0,3,168,244.2,32.5,164.0,44.4,12,1.19,0.03,1.22,19.62,100,36,294,89,91,7,139,34,,,,,,,0.1,0.0,0.0,0.1,1.67,1.45,201,23,241,72,154,42,80,29,1.02,0.26,3,1125,1155,1130,1140,1120,1170,Man Utd,14,DEF
76,100.0,100.0,230001,0,0,2,-2,2,2,0.2,1.2,1,Noussair,1.2,594,False,,2024-10-27T22:30:07.983672Z,47,230001.jpg,2.9,Mazraoui,17.4,False,,a,14,1,44,2696639,17380,1387641,72777,0.3,9.4,Mazraoui,145.0,1081,0,1,4,13,0,0,0,1,0,0,4,206,266.6,97.6,52.0,41.5,13,0.22,0.96,1.18,19.22,80,28,176,40,226,67,154,41,,,,,,,0.02,0.0,0.08,0.1,1.6,1.08,332,43,233,71,126,35,22,7,1.08,0.33,3,1125,1155,1130,1140,1120,1170,Man Utd,14,DEF
77,100.0,100.0,78916,0,0,-1,1,0,2,1.2,1.2,0,Dan,1.2,395,False,,2024-11-10T23:00:08.148381Z,44,78916.jpg,2.3,Burn,6.8,False,,a,15,4,32,405661,9139,1287384,10069,0.3,7.3,Burn,241.0,1260,0,0,3,19,1,0,0,5,0,0,4,134,235.6,28.1,96.0,36.0,14,0.57,0.24,0.81,19.54,110,41,305,94,147,23,186,52,,,,,,,0.04,0.0,0.02,0.06,1.4,1.36,473,86,225,67,202,58,61,20,1.0,0.21,3,1115,1220,1100,1130,1130,1310,Newcastle,15,DEF
78,,,487838,0,0,-1,1,0,2,1.2,1.2,1,Lewis,1.2,399,False,,,44,487838.jpg,2.5,Hall,7.0,False,,a,15,4,37,782145,31634,512389,8182,0.3,8.4,Hall,241.0,1137,0,1,3,16,0,0,0,3,0,0,2,183,301.6,283.8,57.0,64.5,12,0.13,1.73,1.86,15.26,55,18,40,7,217,61,74,11,2.0,,,,,,0.01,0.0,0.14,0.15,1.21,1.27,514,115,227,68,169,48,58,18,0.95,0.24,3,1115,1220,1100,1130,1130,1310,Newcastle,15,DEF
79,,,441191,0,0,0,0,0,2,1.0,1.0,0,Tino,1.0,409,False,,,45,441191.jpg,2.1,Livramento,2.1,False,,a,15,4,31,306518,5207,264166,4597,0.2,6.9,Livramento,241.0,1067,0,0,2,18,0,0,0,0,0,0,2,129,214.6,127.4,16.0,35.7,12,0.0,0.34,0.34,16.24,131,53,146,30,315,102,187,53,,,,,,,0.0,0.0,0.03,0.03,1.37,1.52,389,75,260,78,232,73,133,54,1.01,0.17,3,1115,1220,1100,1130,1130,1310,Newcastle,15,DEF
80,100.0,100.0,119471,0,0,-1,1,0,2,2.5,2.5,0,Fabian,2.5,415,False,,2024-10-02T00:30:05.719745Z,54,119471.jpg,2.5,Schär,1.7,False,,a,15,4,32,179392,11023,219652,6301,0.5,5.9,Schär,207.0,1107,2,0,2,19,0,0,0,4,1,0,0,118,283.2,36.8,91.0,40.6,13,1.31,0.59,1.9,15.39,68,22,290,85,159,28,164,46,,,2.0,,,,0.11,0.0,0.05,0.16,1.25,1.54,128,12,131,33,180,51,153,61,1.06,0.16,3,1115,1220,1100,1130,1130,1310,Newcastle,15,DEF
81,100.0,75.0,77794,0,0,-4,4,0,2,0.5,0.4,1,Kieran,0.5,418,False,,2024-12-05T01:00:08.361656Z,56,77794.jpg,2.1,Trippier,3.3,False,,a,15,4,15,83622,3186,1091807,2743,0.1,2.7,Trippier,241.0,291,0,0,1,4,0,0,0,0,0,0,2,48,45.4,67.7,11.0,12.4,3,0.03,0.23,0.26,4.87,346,120,217,56,335,113,322,106,1.0,,1.0,,,,0.01,0.0,0.07,0.08,1.51,1.24,98,9,335,106,239,74,102,40,0.93,0.31,3,1115,1220,1100,1130,1130,1310,Newcastle,15,DEF
82,0.0,,106468,0,0,-1,1,1,2,0.0,0.8,0,Álex,0.8,26,False,Ineligible to face his parent club on 14/12. - Expected back 21 Dec,2024-12-07T21:30:07.580389Z,44,106468.jpg,2.7,Moreno Lopera,0.7,False,,n,16,17,30,88715,137,90752,7817,0.2,6.8,Alex Moreno,200.0,787,0,1,3,13,0,0,0,2,0,0,1,107,156.6,78.6,25.0,26.0,10,0.17,0.81,0.98,10.56,192,75,201,50,286,89,247,79,,,,,,,0.02,0.0,0.09,0.11,1.21,1.49,476,89,286,83,151,41,234,89,1.14,0.34,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,DEF
83,100.0,100.0,159506,0,0,4,-4,3,2,2.5,2.5,1,Ola,2.5,422,False,,2024-11-21T08:30:09.347848Z,49,159506.jpg,3.9,Aina,14.5,False,,a,16,17,58,2044316,52461,670648,25929,0.5,11.8,Aina,157.0,1283,1,0,5,17,0,0,0,2,0,0,10,229,265.8,124.0,31.0,42.1,15,0.11,1.13,1.24,16.1,81,29,148,32,271,83,146,37,,,,,,,0.01,0.0,0.08,0.09,1.13,1.19,249,27,126,30,53,8,28,10,1.05,0.35,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,DEF
84,,,575476,0,0,1,-1,0,2,2.2,2.2,1,Murillo,2.2,436,False,,,46,575476.jpg,3.5,Santiago Costa dos Santos,3.7,False,,a,16,17,53,448270,19638,126645,8707,0.5,11.5,Murillo,30.0,1350,1,0,5,18,0,0,0,2,0,0,4,213,366.4,121.1,123.0,61.2,15,0.92,0.49,1.41,17.08,26,7,155,34,123,14,77,13,,,3.0,,,,0.06,0.0,0.03,0.09,1.14,1.2,354,53,147,41,76,16,96,36,1.0,0.33,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,DEF
85,,,215136,0,0,-2,2,0,2,1.8,1.8,0,Neco,1.8,437,False,,,43,215136.jpg,1.7,Williams,0.4,False,,a,16,17,20,47070,1194,62637,783,0.4,4.7,N.Williams,244.0,553,0,0,2,5,0,0,0,4,0,0,0,73,114.0,83.9,77.0,27.7,5,0.64,0.31,0.95,6.33,242,92,195,47,182,39,232,72,,,,,,,0.1,0.0,0.05,0.15,1.03,0.81,550,129,178,50,288,90,283,103,0.81,0.33,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,DEF
86,,,227444,0,0,0,0,0,2,3.5,3.5,7,Nikola,3.5,573,False,,,45,227444.jpg,3.6,Milenković,1.4,False,,a,16,17,50,186393,26697,66602,1363,0.8,11.1,Milenković,190.0,1260,1,1,5,17,0,0,0,2,0,0,0,169,242.8,47.4,123.0,41.1,14,2.05,0.44,2.49,15.86,102,38,267,72,122,13,159,43,,,,,,,0.15,0.0,0.03,0.18,1.13,1.21,377,68,78,18,69,13,177,72,1.0,0.36,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,DEF
87,50.0,50.0,171771,0,0,0,0,0,2,-0.5,-0.2,0,Jan,0.0,455,False,Knee injury - 50% chance of playing,2024-12-06T15:30:08.306281Z,40,171771.jpg,1.5,Bednarek,2.5,False,,d,17,20,17,423160,643,311617,8685,0.0,4.2,Bednarek,172.0,980,0,0,1,21,0,0,0,3,0,0,0,100,269.4,47.3,10.0,32.6,11,0.01,0.76,0.77,23.03,77,25,268,73,337,115,204,62,,,,,,,0.0,0.0,0.07,0.07,2.12,1.93,606,167,398,138,307,98,121,50,1.01,0.09,2,1060,1065,1060,1070,1060,1060,Southampton,17,DEF
88,100.0,100.0,245719,0,0,1,-1,0,2,0.0,0.5,2,Taylor,1.0,461,False,,2024-11-30T01:00:08.130168Z,41,245719.jpg,1.9,Harwood-Bellis,8.7,False,,a,17,20,26,687360,7912,766627,8308,0.2,6.3,Harwood-Bellis,241.0,1129,1,0,1,22,0,0,0,5,0,0,0,112,325.4,102.2,109.0,53.8,13,1.16,0.19,1.35,26.49,40,12,171,38,136,18,102,21,,,,,,,0.09,0.0,0.02,0.11,2.11,1.75,586,156,254,73,253,78,45,15,1.04,0.08,2,1060,1065,1060,1070,1060,1060,Southampton,17,DEF
